Temperature,Humidity,Rainfall,PH,Nitrogen,Phosphorous,Potassium,Carbon,Soil,Crop
20.77576147,84.49774397,240.0810647,6.244841491,73.41,63.57,82.39,1.21,Peaty Soil,rice
22.30157427,80.64416466,197.9791215,6.043304899,69.78,55.29,67.59,1.28,Peaty Soil,rice
21.44653958,84.59609431,272.2017204,5.824709117,77.55,51.68,70.88,2.1,Peaty Soil,rice
22.17931888,80.33127223,200.0882787,6.357389366,69.81,67.5,81.52,0.71,Acidic Soil,rice
24.52783742,82.73685569,224.6757231,6.364134968,75.33,69.04,87.11,0.63,Acidic Soil,rice
20.2800712,81.63895217,270.4417274,5.108527114,74.86,42.919,58.16,0.89,Acidic Soil,rice
25.7354293,83.88266234,233.1321372,6.149410611,77.96,59.59,76.54,2.28,Peaty Soil,rice
26.7320648,82.1480873,193.3473987,5.950660556,73.64,53.49,64.57,1.66,Peaty Soil,rice
26.7320648,81.17734011,272.2999056,5.960370061,82.86,53.42,74.92,2.35,Peaty Soil,rice
23.86330467,83.15250801,285.2493645,5.561398642,81.45,47.34,66.44,1.16,Peaty Soil,rice
21.01944696,82.95221726,290.7103425,7.416245107,78.91,89.79,135.59,2.13,Loamy Soil,rice
24.17298839,83.7287574,257.0343554,5.583370042,78.9,47.73,64.19,1.41,Peaty Soil,rice
22.78133816,82.06719137,248.7183228,6.430010215,75.83,73.19,98.18,1.48,Peaty Soil,rice
25.62980105,83.52842314,209.9001977,5.534878156,74.96,47.1,59.1,1.21,Peaty Soil,rice
25.59704938,80.28362927,200.834898,6.903985986,72.89,146.7326,143.952,1.54,Loamy Soil,rice
23.83067496,84.59609431,290.7103425,6.271478838,83.52,64.93,94.64,1.64,Peaty Soil,rice
26.31355498,82.36698992,265.5355937,7.224285503,81.97,140.17,143.84405,1.75,Loamy Soil,rice
24.8972823,80.52586088,185.197438,6.13428721,70.46,57.91,68.29,1.55,Peaty Soil,rice
24.958779,84.47963372,196.9560008,5.206373153,73.07,44.13,57.0975,2.03,Peaty Soil,rice
23.24113501,84.59201843,233.0453455,7.633567638,75.45,62.45,79.73,1.57,Peaty Soil,rice
21.66628296,80.70960551,210.8142087,7.062779015,70.48,140.6822,143.1364,0.95,Loamy Soil,rice
24.63544858,80.41363018,253.7202781,7.633567638,77.92,63.03,86.32,1.22,Peaty Soil,rice
23.43121862,83.06310136,219.9048349,5.286203711,73.78,44.54,57.11,1.89,Peaty Soil,rice
20.2800712,80.3477562,208.5810155,6.766240045,69.2805,133.12,147.520955,2.18,Loamy Soil,rice
23.85724032,82.22572988,195.0948311,7.382762603,71.26,94.45,107.96,1.21,Loamy Soil,rice
21.97199397,81.89918197,227.3637009,5.658169482,72.73,48.31,62.59,0.86,Acidic Soil,rice
26.22916897,83.83625819,286.5083725,5.543360238,83.536,47.27,66.23,0.52,Acidic Soil,rice
23.44676801,84.59609431,283.9338466,6.215109715,81.36,62.41,88.23,1.19,Peaty Soil,rice
25.65553461,83.47021081,217.3788583,7.120272972,75.86,147.45895,144.523,1.74,Loamy Soil,rice
24.44345477,82.45432595,267.9761948,5.950647577,80.01,53.57,74.05,0.85,Acidic Soil,rice
20.2801937,82.1235421,191.9535738,7.236705436,69.2805,134.08,147.520955,1.61,Loamy Soil,rice
21.7238313,80.28362927,277.9626192,6.501697816,76.92,78.31,114.38,0.99,Loamy Soil,rice
20.41447029,82.20802629,245.1511304,7.592490617,72.86,71.62,95.17,2.24,Peaty Soil,rice
25.75528612,83.51827127,245.6626799,5.875345751,79.36,52.28,69.12,1.3,Peaty Soil,rice
20.61521424,83.77345559,279.5451717,6.932400225,76.82,140.233,147.520955,0.96,Loamy Soil,rice
21.84106875,80.72886384,202.3838319,6.946209881,69.82,143.406,145.36423,2.24,Loamy Soil,rice
20.2800712,83.29114712,263.6372176,5.739175027,74.5,49.82,67.88,1.79,Peaty Soil,rice
24.45802087,82.74835604,185.197438,6.738652179,70.53,124.99,133.14,2.02,Loamy Soil,rice
21.14347496,80.33502926,198.6730942,5.594819626,69.2805,47.15,58.85,1.94,Peaty Soil,rice
25.78720567,82.11124033,243.5120414,6.946636369,78.65,144.93,144.942,0.99,Loamy Soil,rice
23.64124821,80.28597873,263.1103304,5.108527114,77.74,42.919,57.65,2.38,Peaty Soil,rice
23.43191632,80.56887849,269.5039162,6.363472208,78.27,67.97,96.45,2.04,Peaty Soil,rice
24.97669518,83.891805,204.8001847,6.880431223,73.84,147.452,140.2401,1.76,Loamy Soil,rice
22.72791041,82.1706881,260.8875056,7.300410836,77.07,112.06,145.43543,2.28,Loamy Soil,rice
24.87300744,82.84022551,290.7103425,6.587918708,83.536,90.31,135.65,1.19,Loamy Soil,rice
21.32376327,83.00320459,192.3197536,7.283736617,69.2805,117.76,130.37,1.67,Loamy Soil,rice
26.29465461,84.56919326,257.4914906,7.023936392,81.81,146.631,140.52,1.38,Loamy Soil,rice
22.2286982,81.85872947,278.0791793,6.939083505,78.11,147.45895,147.13,2.26,Loamy Soil,rice
26.73072391,81.78596776,280.4044392,7.633567638,83.536,58.25,83.05,1.32,Peaty Soil,rice
24.88921174,81.97927117,185.9461429,5.108527114,71.08,42.919,57.0975,1.29,Peaty Soil,rice
26.7320648,81.46033732,194.5766559,6.136131869,73.67,58.29,70.03,2.03,Peaty Soil,rice
22.67846116,83.72874389,200.9133156,7.524080076,71.19,77.93,91.12,2.15,Peaty Soil,rice
26.08867875,80.37979919,185.197438,5.706943251,71.31,48.65,58.86,2.26,Peaty Soil,rice
25.42977518,82.94682591,195.3574542,5.758506323,72.89,50.04,60.98,1.35,Peaty Soil,rice
26.40323239,81.05635517,223.3671883,6.349606327,76.56,67.39,85.79,0.89,Acidic Soil,rice
26.04371967,84.59609431,186.7536773,5.999969026,72.96,55.49,64.9,1.11,Peaty Soil,rice
25.2827223,80.54372813,220.1156708,5.453592032,74.9,45.63,58.98,2.25,Peaty Soil,rice
22.08576562,83.47038318,231.7364957,6.372576327,73.73,69.91,89.25,0.93,Acidic Soil,rice
23.28617173,81.43321641,242.3170629,5.108527114,75.53,42.919,57.0975,0.93,Acidic Soil,rice
25.48591986,81.40633547,185.197438,5.935344406,71.05,52.94,62.87,2.13,Peaty Soil,rice
23.67575393,81.03569343,233.7034975,5.17782304,74.91,43.34,57.1,0.75,Acidic Soil,rice
20.82477109,84.1341879,230.2242223,6.462391607,72.41,76.95,97.1,1.89,Peaty Soil,rice
26.7320648,81.91411159,290.6793783,7.069172227,83.536,141.6931,147.520955,2.15,Loamy Soil,rice
23.83509503,83.88387074,241.2013513,7.473134377,76.79,83.19,107.97,1.2,Loamy Soil,rice
26.52872817,80.28362927,218.9163567,6.158376967,75.85,58.56,74.68,1.39,Peaty Soil,rice
26.46428311,83.85642678,248.2256491,7.549873681,80.6,75.75,100.19,1.12,Peaty Soil,rice
22.69657794,82.81088865,256.9964761,6.028321558,76.84,55.57,75.26,1.5,Peaty Soil,rice
22.68319059,83.46358271,194.2651719,6.604993475,70.43,93.39,105.57,1.52,Loamy Soil,rice
21.53346343,82.14004101,290.7103425,6.500343222,79.08,79.32,118.97,1.7,Loamy Soil,rice
21.40865769,83.3293191,287.5766935,5.935745417,78.5,53.49,76.03,0.9,Acidic Soil,rice
26.54348085,84.59609431,185.197438,7.072655622,72.93,147.45895,141.872,1.24,Loamy Soil,rice
23.35905428,83.59512273,188.413665,5.333322606,70.44,45.05,57.0975,1.53,Peaty Soil,rice
31.48468379,50.66105961,81.96083518,6.898283926,56.97,147.0379,143.13,0.5,Neutral Soil,wheat
23.22281906,59.31511313,108.6591857,6.277126912,58.32,54.62,60.04,1.78,Acidic Soil,wheat
22.72115394,59.08183914,96.15004854,6.777815868,57.17,109.77,97.7,2.47,Neutral Soil,wheat
29.1445857,52.03325153,83.12920841,6.636011826,57,72.89,70.45,1.59,Neutral Soil,wheat
22.45072926,59.47871121,102.5746649,6.621852926,57.67,77.57,76.17,0.85,Neutral Soil,wheat
33.23240533,51.18584832,100.9176088,6.534570427,59.72,62.99,68.91,2.01,Neutral Soil,wheat
26.64588548,57.80160525,101.2399862,6.86457445,58.66,146.4517,139.68,1.39,Neutral Soil,wheat
29.36844736,54.46588987,146.9927661,6.661889181,63.06,78.33,97.97,2.18,Neutral Soil,wheat
32.88585306,53.10941724,82.66761245,6.403792662,58.02,56.72,58.49,1.72,Acidic Soil,wheat
26.16451456,58.42549605,114.523192,6.478950147,59.73,63.64,69.31,0.88,Acidic Soil,wheat
32.7874383,52.10621259,137.3148173,6.46287051,63.03,59.1,74.09,0.72,Acidic Soil,wheat
30.85433994,54.23237016,158.335716,6.325581948,64.72,54.12,71.3,1.25,Acidic Soil,wheat
32.81296537,59.47871121,135.892958,6.36961687,64.81,58.45,68.74,1.81,Acidic Soil,wheat
21.63742097,52.15672023,127.94704,6.904246873,58.02,147.0379,145.334644,1.57,Neutral Soil,wheat
21.56081364,58.24317828,120.3062225,6.641266386,58.39,78.71,84.72,1.1,Neutral Soil,wheat
24.91898014,56.57494308,157.6254107,6.577047814,62.35,70.13,89.69,1.48,Neutral Soil,wheat
23.3675234,51.44040522,119.4179161,6.290553118,57.97,51.75,62.44,0.98,Acidic Soil,wheat
32.61168513,53.43450388,129.0833029,6.432582812,62.5,58.25,70.33,0.76,Acidic Soil,wheat
32.98761855,56.91380716,157.8209829,6.720389552,64.8935,91.06,115.26,1.87,Neutral Soil,wheat
21.32339766,50.76765874,84.09900369,6.904934121,55.797,140.1741,144.0592,2.12,Neutral Soil,wheat
32.29245075,57.77217857,107.7013803,6.176585923,61.16,51.05,57.44,0.87,Acidic Soil,wheat
31.85745209,58.78096546,139.4082228,6.767201101,64.5,105.75,119.84,0.91,Neutral Soil,wheat
21.32339766,52.60336141,88.64082953,6.358830803,55.797,54.61,58.43,1.32,Acidic Soil,wheat
30.20210041,50.54484143,159.637369,6.408720502,63.43,55.44,76,1.4,Acidic Soil,wheat
32.83804521,57.00195681,138.8577307,6.09016435,64.44,48.08,59.57,2.27,Acidic Soil,wheat
28.64841334,56.59916797,136.3002864,6.53954388,62.28,66.88,79.47,2.34,Neutral Soil,wheat
33.20749638,52.51777152,158.9074287,6.54841022,64.8935,64.89,86.92,1.34,Neutral Soil,wheat
30.8789865,58.21944052,104.7971044,6.546858671,60.47,68.54,70.84,1.5,Neutral Soil,wheat
23.26796952,55.62757951,144.790146,6.230511475,60.41,51.69,65.09,1.34,Acidic Soil,wheat
26.92593036,54.04316819,102.9943581,6.593136467,58.33,69.85,73.75,0.9,Neutral Soil,wheat
33.23240533,59.4699163,133.3803746,6.640428943,64.8935,79.62,89.46,1.57,Neutral Soil,wheat
21.32339766,53.97223311,125.2942205,6.207077353,57.55,50.42,61.07,2.46,Acidic Soil,wheat
26.08577313,56.06768745,152.0998446,6.09016435,62.36,47.893,60.45,1.65,Acidic Soil,wheat
22.09104373,56.25209511,84.30277408,6.875602788,55.82,143.07324,130.36,2.3,Neutral Soil,wheat
33.23240533,54.15593399,159.6409731,6.377430001,64.8935,56.1,74.2,1.44,Acidic Soil,wheat
28.53146346,51.51158498,81.96083518,6.86342785,56.46,143.15,117.26,2.25,Neutral Soil,wheat
28.00510977,55.17019342,115.4433552,6.830847712,59.91,127.85,131,2.46,Neutral Soil,wheat
27.04402781,59.13144774,144.133609,6.253928101,62.81,53.78,65.76,1.49,Acidic Soil,wheat
33.13479807,50.54484143,102.0858776,6.689747085,59.4,78.37,83.87,1.52,Neutral Soil,wheat
31.61960395,51.08614902,135.2358305,6.583213487,62.14,66.77,83.26,0.52,Neutral Soil,wheat
27.50568957,54.01820397,114.8541306,6.161839979,59.48,49.33,58.27,0.81,Acidic Soil,wheat
24.33278733,56.12417545,109.1351681,6.103348652,58.28,48.78,56.23,1.88,Acidic Soil,wheat
28.72164631,59.37579557,121.4840528,6.743792045,61.51,99.52,103.22,1.59,Neutral Soil,wheat
25.28101255,51.19969856,96.52795631,6.291139182,56.94,51.67,58.16,2.05,Acidic Soil,wheat
30.83055881,56.65623952,153.4808896,6.477394823,64.89,62.52,79.16,1.42,Acidic Soil,wheat
24.78475421,54.86675337,159.6409731,6.324058546,62.22,54.35,71.91,1.24,Acidic Soil,wheat
21.32339766,50.54668411,81.96083518,6.395707486,55.797,55.09,56.93,1.81,Acidic Soil,wheat
22.71147615,51.51443588,82.51483333,6.187386059,55.797,49.02,53.654,1.9,Acidic Soil,wheat
28.98830116,57.96458855,154.1027485,6.598386095,64.39,73.3,91.16,1.28,Neutral Soil,wheat
26.66935651,54.10971217,81.96083518,6.094391879,56.23,47.92,53.654,0.76,Acidic Soil,wheat
26.44910438,51.15043087,85.87718731,6.364014181,56.45,54.13,58,0.8,Acidic Soil,wheat
25.15272442,51.54767082,100.0629969,6.092065594,57.21,47.893,54.69,2.01,Acidic Soil,wheat
22.15367553,58.34318338,105.7586828,6.624886074,57.59,76.66,77.59,1.7,Neutral Soil,wheat
22.16269576,58.90741579,103.4171832,6.540173202,57.5,68.43,69.99,0.64,Neutral Soil,wheat
25.99183159,52.61899038,124.9172678,6.60246342,59.49,69.71,81.9,0.61,Neutral Soil,wheat
27.65509604,53.92601391,85.77839497,6.276107098,57.11,52.35,55.8,1.02,Acidic Soil,wheat
28.59943017,57.85268636,146.3208345,6.159415985,63.45,50.65,63.21,2.21,Acidic Soil,wheat
21.80851548,50.54484143,138.213473,6.506951286,58.46,60.73,77.38,0.81,Neutral Soil,wheat
24.586226,50.54484143,98.73003058,6.507618946,56.78,60.62,66.74,1.44,Neutral Soil,wheat
28.75736442,58.85227538,116.1287685,6.226465334,60.92,52.82,60.02,1.85,Acidic Soil,wheat
25.53649642,53.97363189,89.72013147,6.178633084,56.87,49.71,54.56,1.53,Acidic Soil,wheat
28.86914133,50.54484143,89.11392893,6.457965853,57.22,57.96,61.92,1.06,Acidic Soil,wheat
23.20653917,57.75517139,135.6644149,6.326077291,60.1,55.71,66.84,0.81,Acidic Soil,wheat
30.03447137,57.16714071,128.2064115,6.66999862,62.23,81.97,91.8,1.39,Neutral Soil,wheat
22.69094467,53.86422324,140.4013334,6.213296759,59.53,50.54,63.8,0.84,Acidic Soil,wheat
21.8236595,59.47871121,139.1544624,6.849236311,60.06,147.0379,145.334644,2.28,Neutral Soil,wheat
21.73121202,55.21660738,123.9601092,6.321308622,58.26,54.41,64.35,0.58,Acidic Soil,wheat
31.76167796,57.72743864,82.10434989,6.198411713,58.36,51.6,53.66,2.29,Acidic Soil,wheat
31.32720734,54.17967763,144.8018325,6.621678462,63.65,72.96,91.03,0.72,Neutral Soil,wheat
32.25321056,53.68391381,106.0760607,6.804891621,60.2,112.54,112.49,0.98,Neutral Soil,wheat
21.32339766,55.50882624,100.659201,6.476640786,56.33,61.82,65.64,2.36,Acidic Soil,wheat
28.9138963,54.10859843,153.1256813,6.289688565,63.31,52.85,68.74,1.72,Acidic Soil,wheat
21.3272581,50.74277753,86.54737814,6.09016435,55.797,47.893,53.654,1.55,Acidic Soil,wheat
23.41584543,59.47871121,131.959498,6.211739299,60.3,52.83,62.32,0.55,Acidic Soil,wheat
33.23240533,56.78024695,91.72867099,6.756850847,59.8,100.06,90.3,1.74,Neutral Soil,wheat
23.92271434,52.27758641,137.3473567,6.755050225,59.54,94.03,114.76,2.18,Neutral Soil,wheat
23.57774533,55.62655185,141.3680666,6.563359708,60.3,68.22,83.17,2.37,Neutral Soil,wheat
23.9388272,54.87291737,146.6616428,6.901182568,60.7,147.0379,144.0329,1.93,Neutral Soil,wheat
22.71215545,54.72066163,94.83486133,6.09016435,56.55,47.893,53.654,1.77,Acidic Soil,wheat
27.62626513,52.23017432,100.3168624,6.422694318,58.04,57.14,63.17,2.28,Acidic Soil,wheat
30.88267511,52.69713089,159.6409731,6.904934121,64.73,144.308,145.334644,1.49,Neutral Soil,wheat
21.61239794,57.22063124,141.8402571,6.477667597,59.75,62.86,76.21,2.09,Acidic Soil,wheat
33.23240533,56.05223695,118.5550251,6.626533863,62.44,75.03,82.33,1.86,Neutral Soil,wheat
29.89576763,58.17888122,159.6409731,6.904934121,64.8935,141.064,143.6136,1.63,Neutral Soil,wheat
28.39103747,56.64521207,138.0059458,6.268937169,62.33,53.25,65.17,1.14,Acidic Soil,wheat
28.69331555,59.47871121,97.92564513,6.904934121,59.36,147.0379,145.334644,1.17,Neutral Soil,wheat
24.26818049,52.09864128,95.83816153,6.3492459,56.73,54.02,59.64,1.09,Acidic Soil,wheat
25.41082075,57.40584681,92.06522861,6.535456802,57.46,67.07,66.42,1.71,Neutral Soil,wheat
29.83448534,52.92281,81.96083518,6.193914417,56.95,49.7,53.654,2.03,Acidic Soil,wheat
21.43816465,58.82464004,128.8619472,6.410775773,59.03,59.95,69.16,1.63,Acidic Soil,wheat
30.34034318,51.68419575,90.20001424,6.841239388,57.86,127.66,115.75,1.84,Neutral Soil,wheat
22.40555923,57.23637673,159.6409731,6.68765778,61.61,84.97,109.53,2.31,Neutral Soil,wheat
22.66469526,51.51783824,145.3105423,6.298165084,59.43,52.02,67.61,0.94,Acidic Soil,wheat
27.74080015,56.38574223,111.3764672,6.09016435,59.68,47.893,55.26,1.9,Acidic Soil,wheat
30.85454844,57.48603099,86.40096727,6.904934121,58.51,146.973,145.32445,1.01,Neutral Soil,wheat
27.94020348,58.04350805,103.0601137,6.761467373,59.29,103,97.61,1.4,Neutral Soil,wheat
25.58747374,53.56736054,156.9663176,6.506045777,61.95,62.53,82.37,1.79,Neutral Soil,wheat
21.96790926,55.48066752,103.8796274,6.109296604,57.03,48.69,55.55,0.71,Acidic Soil,wheat
28.13171727,51.23308614,140.9134931,6.332155515,61.28,53.01,68.13,1.83,Acidic Soil,wheat
32.83179905,57.8682587,128.889532,6.901257558,63.6,142.7395,145.334644,1.1,Neutral Soil,wheat
27.43329405,87.80507732,54.73367631,7.16602455,57.32,148.6912,79.38,1.21,Loamy Soil,Mung Bean
28.3340432,80.77275974,38.7976407,7.034214276,54.93,146.0588,144.764698,0.97,Neutral Soil,Mung Bean
27.11030175,84.34262707,55.296354,6.635968698,57,99.51,60.25,1.28,Neutral Soil,Mung Bean
28.17432665,81.04554836,37.23469744,6.828187499,54.88,144.4896,68.21,1.91,Loamy Soil,Mung Bean
29.86895569,87.32761241,44.75215854,6.89077995,56.49,143.9646,94.63,0.79,Loamy Soil,Mung Bean
29.86895569,89.71503316,42.99498978,7.165121109,56.41,147.34957,74.72,1.65,Loamy Soil,Mung Bean
28.56212158,83.24855855,56.48265193,6.935804256,57.46,145.37079,141.38227,2.29,Loamy Soil,Mung Bean
27.53592929,85.5701901,53.01899249,7.16602455,56.94,144.968,75.93,2.03,Neutral Soil,Mung Bean
29.68361658,87.93598094,41.82490236,6.990095452,56.07,148.098,140.61351,1.13,Loamy Soil,Mung Bean
28.14448546,82.1193047,46.75690086,7.064782138,56,148.807266,136.23,2.17,Neutral Soil,Mung Bean
29.53037621,86.73346018,58.5465992,7.156563094,58.241,145.15454,90.99,2.06,Loamy Soil,Mung Bean
27.88352946,86.45147631,44.64407105,6.364967184,55.98,70.84,49.37,2.06,Acidic Soil,Mung Bean
28.22471276,82.35916228,44.01206619,6.428054409,55.68,73.2,50.26,2.43,Acidic Soil,Mung Bean
29.008124,84.96089355,45.91011391,6.664187809,56.29,105.9,58.23,1.91,Neutral Soil,Mung Bean
29.75538903,86.45193297,37.54602719,6.637677489,55.37,101.58,53.82,1.75,Neutral Soil,Mung Bean
29.78416743,85.16906976,40.77872823,6.79385576,55.75,145.5971,66.38,1.55,Loamy Soil,Mung Bean
27.8640132,80.4513142,42.83053902,6.852884643,55.33,140.41925,78.82,1.92,Neutral Soil,Mung Bean
27.11030175,84.96771717,51.52617423,7.121571293,56.59,142.08594,96.51,0.81,Neutral Soil,Mung Bean
27.11030369,83.64274107,49.11964582,6.883308033,56.19,143.577,96.12,1.73,Loamy Soil,Mung Bean
28.95451232,89.07866095,57.65901369,6.421271178,58.241,76.18,53.28,0.58,Acidic Soil,Mung Bean
29.21780035,87.93724219,43.1386631,6.54450214,56.16,87.92,52.63,2.37,Neutral Soil,Mung Bean
28.7420098,85.81675947,48.54598575,6.452006451,56.65,76.98,51.81,2.17,Peaty Soil,Mung Bean
29.65021184,80.44625145,56.76278363,6.489259136,57.51,77.17,54.82,1.08,Acidic Soil,Mung Bean
27.23924995,86.404241,37.31236904,6.713410626,54.88,120.45,57.36,1.79,Neutral Soil,Mung Bean
28.95172351,81.67085323,56.51103293,6.510840928,57.42,80.09,55.4,1.47,Neutral Soil,Mung Bean
28.18837136,82.60629652,37.23469744,6.287380117,54.88,64.78,49.36,1.98,Acidic Soil,Mung Bean
28.30041493,86.20681554,50.47333854,6.86308576,56.84,148.807266,89.15,1.81,Neutral Soil,Mung Bean
27.89636126,88.71782287,57.79863368,6.78415271,57.95,141.1712,75.7,2.03,Neutral Soil,Mung Bean
28.6899851,87.50436797,44.56598352,6.769415888,56.22,143.85,65.77,1.22,Neutral Soil,Mung Bean
27.8262623,88.73100226,56.68833819,6.320768488,57.78,69.19,51.13,1.06,Acidic Soil,Mung Bean
28.70562673,81.59200689,58.5465992,6.705008504,57.79,112.98,67.06,1.66,Loamy Soil,Mung Bean
28.6362812,84.61431076,48.48319335,6.790736339,56.53,144.097,70.89,1.13,Loamy Soil,Mung Bean
28.28511547,88.4393979,48.56690235,7.130278657,56.75,143.546,89.71,1.23,Neutral Soil,Mung Bean
27.60887393,86.13316408,43.80041104,7.012740397,55.79,148.807266,142.643,1.16,Loamy Soil,Mung Bean
28.60901145,86.99495766,37.23469744,7.155685016,55.11,147.467,71.64,1.08,Loamy Soil,Mung Bean
29.24598976,84.80084105,53.43228915,6.991242362,57.36,148.589,144.764698,0.61,Neutral Soil,Mung Bean
28.62911222,89.1148059,50.49913241,6.272343025,57.16,64.7525,49.36,1.72,Peaty Soil,Mung Bean
29.57329479,88.07505524,45.04467075,7.16602455,56.52,141.354,70.11,0.86,Neutral Soil,Mung Bean
27.82684262,87.16679147,58.37249772,6.389882166,57.87,72.86,52.76,1.55,Acidic Soil,Mung Bean
29.86895569,83.14796296,40.12044158,6.623438282,55.54,96.24,54.21,2.01,Neutral Soil,Mung Bean
27.33684386,88.50229102,51.09802625,7.033012777,56.87,145.3403,143.39,2.3,Neutral Soil,Mung Bean
29.83040388,89.30428305,58.5465992,6.32400451,58.241,69.63,51.61,2.24,Acidic Soil,Mung Bean
28.2753171,82.76020821,56.04995423,6.397636709,57.29,71.22,52.41,2.09,Acidic Soil,Mung Bean
29.86860065,85.99127934,58.41394143,6.401455706,58.241,73.1,53.01,0.76,Acidic Soil,Mung Bean
29.5888162,89.71960682,54.96121262,6.904587016,58.13,148.807266,116.8,2.06,Neutral Soil,Mung Bean
28.07219563,82.9116472,49.61865305,6.478557136,56.42,77.7,52.69,2.3,Acidic Soil,Mung Bean
27.84026517,89.71960682,52.84626009,7.063022095,57.36,148.807266,141.1672,1.61,Neutral Soil,Mung Bean
27.11030175,87.4512669,55.03723979,6.981758362,57.25,146.297,144.764698,1.77,Loamy Soil,Mung Bean
27.68515114,81.94268594,54.62243308,6.272343025,56.88,64.7525,49.42,2.36,Peaty Soil,Mung Bean
29.34594634,85.60472562,58.5465992,6.272343025,58.24,64.7525,50.26,0.81,Acidic Soil,Mung Bean
28.36319404,84.8593608,52.93031105,7.140437859,57.08,141.84824,90.25,0.9,Neutral Soil,Mung Bean
27.65280218,89.71960682,56.52558045,6.459252023,57.8,79.82,53.94,0.71,Acidic Soil,Mung Bean
27.31372793,85.44815232,53.15223123,6.568795404,56.89,89.45,56.44,1.73,Loamy Soil,Mung Bean
27.11030175,86.89934108,50.46746116,7.12851089,56.6,142.154,92.36,2.49,Loamy Soil,Mung Bean
28.06642822,85.91625451,39.23831035,6.42937879,55.26,75.17,49.36,1.58,Acidic Soil,Mung Bean
27.73329078,81.13903037,44.17580911,6.272343025,55.52,64.7525,49.36,2.01,Acidic Soil,Mung Bean
27.53632932,89.71960682,45.48591922,6.619891498,56.26,100.98,55.96,1.94,Neutral Soil,Mung Bean
29.66461594,84.28187572,56.09542002,6.377568542,57.79,70.62,52.02,2.22,Acidic Soil,Mung Bean
29.86895569,85.85384444,41.39081525,6.415459592,55.91,74.06,49.44,1.16,Peaty Soil,Mung Bean
28.36363858,87.59810657,57.99524359,6.320662012,58.01,68.68,51.38,0.84,Acidic Soil,Mung Bean
29.46416042,87.60890009,43.15411472,6.978400282,56.19,140.572,144.764698,2.31,Neutral Soil,Mung Bean
29.73013036,82.89166381,50.91511275,6.442335593,56.97,74.59,52.17,1.77,Acidic Soil,Mung Bean
27.46852989,87.17649,43.78420984,7.16602455,55.82,148.79828,71.66,1.09,Loamy Soil,Mung Bean
27.77076285,87.09979549,49.50812624,6.402926221,56.65,73.76,51.06,1.46,Acidic Soil,Mung Bean
